durasi_rencana_hari,panjang_deskripsi_kata,jumlah_tag,prioritas_tinggi,adalah_bug,sedang_blocked,jumlah_komentar,beban_kerja_assignee,bulan_dibuat,tim,peran_assignee,status_proyek,terlambat,prediksi_probabilitas
46.0,4,1,0,0,0,4,0,3,Team 4,Engineer,completed,0,0.05426994166214244
21.0,6,0,0,0,0,1,0,9,Team 1,Marketer,active,0,0.051554914940295786
51.0,4,1,0,0,0,1,1,9,Team 18,Marketer,on_hold,0,0.049527551170692435
5.0,0,1,0,0,0,2,1,5,Team 19,Engineer,active,0,0.12477531631973865
15.0,7,3,0,0,0,1,0,5,Team 2,Engineer,completed,0,0.054770984046045544
7.0,25,0,0,0,0,0,0,10,Team 12,Spesialis Lainnya,active,0,0.05761212214955914
54.0,26,0,0,0,0,0,4,8,Team 12,Engineer,active,0,0.05324796617773516
43.0,4,0,0,0,0,0,0,8,Team 4,Product Manager,active,0,0.05614794103967527
5.0,25,0,0,0,0,1,0,3,Team 16,Spesialis Lainnya,active,0,0.10358373291698308
65.0,7,2,0,0,0,0,0,9,Team 18,Product Manager,active,0,0.057601227688739
18.0,5,0,0,0,0,1,2,12,Team 18,Engineer,active,0,0.05479418325681415
24.0,32,1,0,0,0,1,2,7,Team 1,Ops,active,0,0.05263946501134327
1.0,29,2,0,0,0,0,1,6,Team 15,Engineer,active,1,0.6410256996222409
4.0,19,3,0,0,0,4,2,11,Team 4,Marketer,active,0,0.1743634816309997
8.0,4,1,0,0,0,2,1,5,Team 7,Ops,active,0,0.06455261487487178
11.0,6,3,0,0,0,1,0,6,Team 16,Product Manager,active,0,0.054316049541489546
19.0,0,1,0,0,0,0,1,8,Team 2,Product Manager,active,0,0.05226308229736893
39.0,23,4,0,0,0,0,0,4,Team 17,Ops,active,0,0.05597614000722852
49.0,9,0,0,0,0,0,0,10,Team 6,Designer,on_hold,0,0.04712111443821235
7.0,26,1,0,0,0,4,0,4,Team 16,Engineer,active,0,0.06347765787968325
9.0,22,3,0,0,0,3,0,6,Team 15,Marketer,active,0,0.06106868635278259
25.0,4,0,0,0,0,0,0,4,Team 12,Product Manager,active,0,0.049870757484133395
17.0,5,4,1,0,0,2,1,12,Team 17,Ops,completed,0,0.057184032790482696
1.0,22,1,0,0,0,4,0,12,Team 9,Spesialis Lainnya,completed,1,0.6579581917235017
58.0,32,0,0,0,0,4,1,4,Team 6,Ops,on_hold,0,0.04850761745952813
2.0,0,0,0,0,0,2,0,3,Team 9,Spesialis Lainnya,active,0,0.5100177929592464
4.0,6,2,0,0,0,0,1,12,Team 3,Ops,active,0,0.15620238887344715
27.0,8,0,0,0,0,0,0,12,Team 13,Spesialis Lainnya,completed,0,0.053382180673254155
51.0,30,2,0,0,0,0,0,12,Team 14,Designer,active,0,0.05202769591975573
28.0,0,2,0,0,0,1,0,7,Team 7,Marketer,active,0,0.05684649254474182
53.0,11,1,0,0,0,2,4,10,Team 2,Designer,completed,0,0.04797485356258194
3.0,28,1,0,0,0,0,0,10,Team 15,Product Manager,active,0,0.1729480845967588
59.0,28,0,0,0,0,2,0,5,Team 9,Spesialis Lainnya,active,0,0.05189184862130574
20.0,33,1,0,0,0,0,1,5,Team 13,Product Manager,active,0,0.053030537946903135
39.0,4,2,0,1,0,1,0,2,Team 4,Product Manager,completed,0,0.04775736831315115
89.0,10,3,0,0,0,3,0,8,Team 18,Spesialis Lainnya,completed,0,0.058252751587630186
1.0,11,1,0,0,0,3,0,5,Team 17,Ops,active,1,0.6459370792318525
30.0,27,2,0,1,0,1,0,9,Team 0,Designer,active,0,0.0549103882252024
26.0,0,1,0,0,0,0,0,8,Team 10,Spesialis Lainnya,active,0,0.04775832854674843
30.0,8,3,0,0,0,0,0,4,Team 15,Engineer,active,0,0.05689165589643375
6.0,22,1,1,0,0,1,0,12,Team 16,Designer,completed,0,0.07200148747895935
4.0,0,1,0,0,0,0,0,7,Team 7,Ops,active,0,0.15346131726613635
3.0,0,1,1,0,0,3,1,12,Team 0,Designer,active,0,0.20200871543622753
1.0,11,2,0,0,0,0,0,3,Team 14,Ops,completed,1,0.6370966429710385
19.0,24,1,1,0,0,4,0,12,Team 0,Product Manager,active,0,0.0569949723005758
22.0,26,2,0,0,0,0,1,11,Team 3,Ops,active,0,0.05953862929511652
28.0,8,0,0,0,0,0,2,7,Team 3,Engineer,active,0,0.05475167395156699
1.0,4,1,0,0,0,4,0,12,Team 3,Spesialis Lainnya,active,1,0.6232828411755033
54.0,5,1,0,0,0,4,0,1,Team 6,Ops,active,0,0.053373391839216036
15.0,10,2,0,0,1,3,1,10,Team 7,Marketer,active,0,0.058848794089436114
3.0,31,0,0,0,0,0,2,12,Team 4,Designer,active,1,0.18817719998513374
35.0,4,0,0,0,0,0,0,5,Team 8,Engineer,completed,0,0.0558963603171779
60.0,9,1,0,0,0,4,2,7,Team 16,Marketer,active,0,0.057188998026214875
56.0,6,2,1,0,0,3,0,6,Team 17,Spesialis Lainnya,active,0,0.049631092192773986
-14.975416666666666,0,2,0,0,0,0,0,1,Team 11,Marketer,active,1,0.6931433106191852
16.0,5,1,0,0,0,3,1,12,Team 7,Engineer,completed,0,0.051379054541399016
34.0,13,1,0,0,0,3,2,8,Team 0,Product Manager,completed,0,0.0601233505474393
-1.002974537037037,11,1,0,0,0,0,1,7,Team 7,Product Manager,active,1,0.6990443387270634
59.0,0,3,0,0,0,0,0,4,Team 2,Ops,on_hold,0,0.05410962692090848
16.0,10,0,0,0,0,0,0,6,Team 1,Spesialis Lainnya,on_hold,0,0.04985010116883933
65.0,25,3,0,1,1,0,0,5,Team 8,Engineer,active,0,0.06030869200916213
11.0,4,2,0,0,0,3,0,1,Team 13,Spesialis Lainnya,completed,0,0.05201959165249534
44.0,26,0,0,0,0,1,0,3,Team 7,Designer,active,0,0.058114031319033886
61.0,12,1,0,0,0,0,2,1,Team 10,Engineer,completed,0,0.05222430417915012
4.0,25,2,0,0,0,4,1,12,Team 1,Ops,active,0,0.15769266982217164
85.0,4,1,0,0,0,1,1,7,Team 5,Ops,completed,0,0.05538600650976522
9.0,23,2,1,0,0,3,0,5,Team 16,Designer,active,0,0.053093417847840295
13.0,9,0,0,0,0,2,0,11,Team 14,Spesialis Lainnya,completed,0,0.054790894639754555
21.0,7,2,0,0,0,3,0,9,Team 18,Spesialis Lainnya,completed,0,0.06269358018499344
24.0,0,3,0,0,0,4,0,10,Team 17,Spesialis Lainnya,completed,0,0.05357398777179431
9.0,8,0,0,0,0,0,3,12,Team 6,Product Manager,on_hold,0,0.059940632912781455
2.0,25,1,0,0,0,3,2,6,Team 3,Engineer,completed,1,0.5787156081978213
10.0,28,0,0,0,0,3,0,10,Team 9,Product Manager,active,0,0.05610844434049719
16.0,17,1,0,0,0,1,0,4,Team 19,Spesialis Lainnya,on_hold,0,0.047429760636148524
7.0,0,2,0,0,0,1,0,8,Team 4,Marketer,active,0,0.061040804522997476
5.0,32,0,0,0,0,4,0,7,Team 9,Engineer,active,0,0.14836623763621595
29.0,0,0,0,0,0,4,6,2,Team 5,Ops,active,0,0.20418320848468408
8.0,6,0,0,0,0,0,1,4,Team 17,Designer,active,1,0.056565155986301574
57.0,0,1,0,0,0,3,2,12,Team 4,Ops,completed,0,0.054389460530571226
2.0,0,2,0,0,0,4,0,2,Team 19,Product Manager,completed,0,0.5068175590186691
26.0,27,1,0,0,0,3,1,3,Team 13,Product Manager,active,0,0.05471223989248997
35.0,14,1,0,0,0,0,0,1,Team 16,Ops,completed,0,0.058671717264011616
16.0,0,1,0,0,0,2,1,1,Team 4,Product Manager,completed,0,0.053009315390467174
83.0,27,1,0,0,0,4,0,5,Team 11,Designer,active,0,0.057881415109978275
1.0,0,0,0,0,0,2,1,10,Team 16,Designer,active,0,0.6834138070910367
2.0,0,2,0,0,0,0,2,1,Team 14,Ops,completed,1,0.5114371158177563
11.0,10,1,0,0,0,3,1,11,Team 19,Ops,active,0,0.062012734527065114
88.0,6,1,0,0,0,0,3,12,Team 8,Ops,active,0,0.05393878344638258
17.0,0,0,0,0,0,1,0,5,Team 16,Product Manager,active,0,0.056979939238665525
24.0,9,0,0,0,0,0,1,5,Team 18,Designer,completed,0,0.06271478609388606
3.0,30,0,0,0,0,2,0,9,Team 13,Product Manager,completed,0,0.1882766056642129
6.0,0,3,0,0,0,1,1,12,Team 1,Ops,completed,0,0.07176520667331565
54.0,4,1,0,0,0,0,1,7,Team 15,Designer,active,0,0.05350801560086898
26.0,7,0,0,0,0,1,3,12,Team 15,Designer,active,0,0.05185258577230045
9.0,30,2,0,0,0,0,0,6,Team 6,Spesialis Lainnya,active,0,0.04827924635869068
1.0,0,2,0,1,0,2,1,1,Team 6,Product Manager,active,1,0.632976927259151
3.0,29,3,0,1,0,3,1,4,Team 4,Product Manager,completed,0,0.18331579822753663
23.0,29,2,0,0,0,2,0,9,Team 12,Spesialis Lainnya,on_hold,0,0.046418567069294286
7.0,4,0,0,0,0,2,2,12,Team 10,Ops,on_hold,0,0.06738248792462881
48.0,28,1,0,0,0,3,0,4,Team 5,Ops,completed,0,0.06125755855266162
41.0,7,1,0,0,0,0,1,1,Team 16,Ops,completed,0,0.05648558740061978
6.0,27,2,0,0,0,4,1,7,Team 8,Ops,active,0,0.1046490577585793
-35.797025462962964,13,0,0,0,0,0,1,7,Team 7,Designer,active,1,0.7036169957901687
38.0,0,0,0,0,0,1,2,12,Team 4,Marketer,active,0,0.05843912834897158
5.0,11,0,0,0,0,4,3,11,Team 1,Marketer,completed,0,0.1458176216256819
20.0,7,1,0,1,0,0,2,10,Team 8,Ops,active,0,0.05949099018434694
81.0,0,0,0,0,0,1,0,7,Team 2,Ops,active,0,0.05804445116713312
11.0,25,1,0,0,1,0,0,7,Team 16,Ops,active,0,0.0707131509023018
33.0,27,2,0,0,0,0,0,12,Team 19,Marketer,on_hold,0,0.06196903178884205
28.0,0,1,0,0,0,2,0,3,Team 13,Product Manager,active,0,0.05103710136678218
4.0,3,0,0,0,0,2,0,10,Team 17,Marketer,active,0,0.14531942639734355
15.0,0,0,0,0,0,1,0,10,Team 17,Spesialis Lainnya,active,0,0.047295801142593547
4.0,0,3,1,0,0,3,0,3,Team 11,Ops,completed,0,0.15908345056691942
5.0,0,1,0,0,0,4,3,12,Team 3,Product Manager,active,1,0.12461853578766996
27.0,5,2,0,0,0,0,2,1,Team 7,Designer,completed,0,0.047401798187452514
-9.410162037037036,13,0,0,0,0,0,0,11,Team 12,Ops,on_hold,1,0.6655573347472384
10.0,26,0,0,0,0,2,2,7,Team 11,Engineer,completed,0,0.054358997503231477
43.0,27,1,0,0,0,3,1,6,Team 2,Ops,active,0,0.05580267186224957
29.0,24,1,0,0,0,1,0,1,Team 10,Ops,active,0,0.0513927353606913
7.0,24,2,0,1,0,3,0,8,Team 19,Spesialis Lainnya,active,0,0.0715822905907051
32.0,28,2,0,1,1,4,1,9,Team 10,Ops,active,0,0.056151465524659126
62.0,0,1,0,0,0,0,2,6,Team 6,Ops,active,0,0.05259372446929999
3.0,0,2,1,0,0,0,0,12,Team 1,Marketer,active,0,0.1874957523115001
19.0,8,1,0,0,0,4,2,5,Team 9,Marketer,completed,0,0.06207310454351488
32.0,5,1,0,0,0,3,1,11,Team 19,Product Manager,active,0,0.050899520757664185
-41.48373842592593,14,0,0,0,0,2,1,1,Team 1,Product Manager,active,1,0.6514764367534802
72.0,25,2,0,0,0,0,4,9,Team 12,Ops,on_hold,0,0.05444701277648832
12.0,4,1,0,0,0,0,0,11,Team 1,Spesialis Lainnya,active,0,0.05294075336486093
1.0,7,0,0,0,0,3,0,2,Team 1,Spesialis Lainnya,completed,1,0.6087271404707267
-4.788136574074074,26,1,0,0,0,4,2,10,Team 17,Product Manager,active,1,0.6917384634807072
17.0,25,2,0,0,0,0,2,12,Team 19,Engineer,active,0,0.05854356451153484
2.0,0,1,0,0,0,0,0,3,Team 5,Marketer,completed,1,0.5394110736803117
87.0,13,0,0,0,0,2,1,7,Team 15,Marketer,on_hold,0,0.054975002845985596
28.0,0,1,0,0,0,0,0,10,Team 18,Engineer,active,0,0.0547814250694006
-26.01679398148148,26,4,0,0,0,0,1,6,Team 7,Designer,on_hold,1,0.6597376261975583
12.0,21,0,0,0,0,1,3,4,Team 12,Designer,active,0,0.060132868319468076
40.0,12,0,0,0,0,4,0,4,Team 9,Designer,completed,0,0.06102898420240359
9.0,13,0,0,0,0,4,1,7,Team 9,Designer,active,0,0.06073099567719278
12.0,28,0,0,0,0,0,0,5,Team 8,Product Manager,active,0,0.06576474737296838
18.0,0,2,0,0,0,0,2,9,Team 13,Ops,active,0,0.057292021883446426
7.0,5,0,0,0,0,0,0,3,Team 14,Marketer,active,0,0.06320297166072535
29.0,7,2,0,0,0,0,0,1,Team 17,Marketer,completed,0,0.052593495359823855
81.0,5,2,0,0,0,0,1,7,Team 18,Product Manager,on_hold,0,0.046434040635328265
31.0,31,0,0,0,0,1,1,9,Team 1,Engineer,active,0,0.05856374263704073
41.0,14,0,0,0,0,0,0,12,Team 5,Spesialis Lainnya,active,0,0.04778312147446756
60.0,25,2,0,0,0,0,1,11,Team 1,Marketer,active,0,0.05899915368316891
89.0,25,2,0,1,0,2,0,4,Team 13,Spesialis Lainnya,active,0,0.0516584643702426
-8.986759259259259,29,3,1,0,0,0,1,10,Team 8,Product Manager,completed,1,0.6400068355441285
-17.255717592592593,0,2,0,0,0,0,0,4,Team 0,Spesialis Lainnya,active,1,0.6503996708457391
5.0,16,0,0,0,0,4,0,6,Team 5,Engineer,active,0,0.13553383392987114
46.0,28,1,0,0,0,4,0,3,Team 9,Spesialis Lainnya,active,0,0.05830988670817337
17.0,26,0,0,0,0,2,3,1,Team 3,Marketer,active,0,0.05898390062447806
29.0,21,1,0,1,0,4,0,10,Team 8,Spesialis Lainnya,active,0,0.05725506722010782
12.0,5,0,0,0,0,0,0,5,Team 10,Engineer,on_hold,0,0.053440883635717175
77.0,4,2,0,0,0,0,0,7,Team 16,Ops,active,0,0.061623738944788814
53.0,25,3,0,0,0,3,1,7,Team 1,Product Manager,completed,0,0.05492094495965071
23.0,11,0,0,0,0,0,0,5,Team 17,Spesialis Lainnya,completed,0,0.05056656317197666
7.0,11,0,0,0,0,1,3,8,Team 7,Product Manager,active,0,0.07242292580472443
29.0,22,3,0,0,0,3,1,6,Team 14,Product Manager,active,0,0.05022312674771232
2.0,30,0,0,0,0,1,1,11,Team 3,Product Manager,active,0,0.4858468497026002
7.0,14,1,0,0,0,4,0,5,Team 4,Spesialis Lainnya,active,0,0.07015637310421058
-4.241921296296296,25,4,0,0,1,0,0,8,Team 0,Ops,active,1,0.6557221189151605
2.0,24,4,0,0,0,0,1,4,Team 19,Designer,on_hold,0,0.439268936415211
1.0,8,1,1,0,0,1,0,12,Team 16,Marketer,active,1,0.6326342170997106
65.0,0,1,0,0,0,4,1,4,Team 4,Ops,active,0,0.05630886916105303
3.0,4,3,0,1,0,0,0,5,Team 17,Marketer,completed,0,0.1881319135022891
90.0,7,1,0,0,0,2,1,8,Team 5,Engineer,completed,0,0.05986726983423164
10.0,13,0,0,0,0,1,1,9,Team 18,Marketer,on_hold,0,0.05466976736379946
40.0,29,0,0,0,0,0,0,11,Team 5,Spesialis Lainnya,on_hold,0,0.047305229129973106
67.0,26,2,0,0,0,4,0,10,Team 0,Product Manager,active,0,0.06441257629288016
27.0,0,3,0,1,0,2,0,1,Team 13,Product Manager,active,0,0.048699934442342885
18.0,6,1,0,0,0,4,0,1,Team 19,Spesialis Lainnya,completed,0,0.05162521016836355
22.0,6,0,0,0,0,3,2,7,Team 16,Designer,active,0,0.048335459059504884
36.0,3,3,0,0,0,1,0,7,Team 2,Designer,completed,0,0.054368033592624924
35.0,0,0,0,0,0,0,1,7,Team 10,Ops,active,0,0.049613547124682696
19.0,26,1,1,0,0,2,0,12,Team 5,Spesialis Lainnya,active,0,0.05445071229003327
22.0,15,2,0,0,0,3,1,1,Team 16,Product Manager,completed,0,0.05887182269425825
4.0,5,1,0,0,0,4,0,2,Team 0,Engineer,completed,1,0.15950368933503103
78.0,0,2,0,1,0,0,0,5,Team 14,Designer,completed,0,0.051438059012984684
25.0,10,2,0,1,0,4,0,4,Team 7,Designer,active,0,0.058603588122048196
45.0,26,2,1,0,0,3,1,1,Team 1,Ops,on_hold,0,0.057681098967497055
66.0,15,0,0,0,0,0,0,9,Team 0,Marketer,on_hold,0,0.05334728344090757
68.0,22,2,0,0,0,1,0,7,Team 16,Product Manager,completed,0,0.05425506547870378
33.0,8,0,0,0,0,4,0,6,Team 1,Product Manager,active,0,0.05321588674702392
67.0,0,0,0,0,0,4,0,11,Team 7,Designer,active,0,0.05334268134025892
2.0,9,2,0,0,0,0,1,5,Team 7,Designer,active,0,0.5279658641623702
37.0,7,4,0,1,1,1,1,1,Team 5,Engineer,active,0,0.05056054518833392
29.0,16,4,1,0,0,1,0,12,Team 11,Product Manager,active,0,0.060663619665827055
21.0,0,1,0,0,1,2,1,10,Team 13,Marketer,active,0,0.05438963233658086
35.0,0,1,0,0,0,0,2,6,Team 13,Marketer,active,0,0.054333977068875966
59.0,27,1,0,0,0,3,0,6,Team 4,Product Manager,active,0,0.05499838528982843
2.0,26,0,0,0,0,2,0,2,Team 9,Engineer,active,1,0.5248552177565972
34.0,0,0,0,0,0,2,0,3,Team 10,Designer,active,0,0.04897866465757741
22.0,28,0,0,0,0,2,0,2,Team 16,Designer,active,0,0.05477978229094738
14.0,23,4,0,0,0,1,0,4,Team 7,Designer,active,0,0.05540159174363695
7.0,0,0,0,0,0,2,0,3,Team 16,Product Manager,completed,0,0.0627396003873108
72.0,4,4,0,0,0,0,1,10,Team 14,Designer,completed,0,0.05127671365936035
77.0,25,0,0,0,0,0,0,4,Team 10,Engineer,active,0,0.05798039213531374
28.0,4,1,0,0,0,1,1,12,Team 7,Marketer,completed,0,0.05772362237515474
3.0,12,2,1,0,0,3,0,1,Team 1,Spesialis Lainnya,completed,0,0.19197176080138778
41.0,7,0,0,0,0,0,0,11,Team 3,Spesialis Lainnya,completed,0,0.05478959794533303
17.0,0,1,0,0,0,0,0,6,Team 2,Product Manager,active,0,0.05064524381247013
32.0,30,0,0,0,0,3,0,3,Team 17,Designer,completed,0,0.052216835173955554
1.0,7,3,0,0,0,0,1,5,Team 12,Designer,on_hold,1,0.6130288332858833
55.0,8,1,0,0,0,1,0,9,Team 11,Product Manager,active,0,0.053637985420711444
7.0,20,0,0,0,0,0,2,9,Team 0,Marketer,active,0,0.06397403279161754
6.0,6,4,1,0,0,4,0,9,Team 14,Designer,active,0,0.08245360453571166
73.0,0,3,0,0,0,1,0,7,Team 17,Spesialis Lainnya,on_hold,0,0.04042013941641693
51.0,10,2,0,1,0,4,0,9,Team 16,Product Manager,active,0,0.05428987749919526
7.0,26,0,0,0,0,0,0,5,Team 18,Spesialis Lainnya,active,1,0.06814901567821553
38.0,28,4,0,0,0,2,4,1,Team 14,Marketer,on_hold,0,0.0612131951558633
2.0,0,0,0,0,0,4,1,8,Team 4,Designer,active,1,0.5793132594473464
9.0,5,1,0,0,0,1,1,8,Team 19,Product Manager,on_hold,0,0.04989370288771283
1.0,0,2,0,0,1,4,0,2,Team 12,Engineer,completed,1,0.6185509898259073
26.0,24,2,0,0,0,1,0,7,Team 1,Engineer,active,0,0.05814807736865317
6.0,4,2,1,0,0,2,2,12,Team 11,Marketer,active,0,0.07472743227926734
1.0,21,0,0,0,0,3,1,9,Team 2,Marketer,active,1,0.6555196870051373
-25.745266203703704,13,1,0,0,0,4,0,6,Team 5,Marketer,active,1,0.7219034468881381
90.0,27,4,1,0,1,4,1,11,Team 14,Engineer,on_hold,0,0.04763259852419781
77.0,11,0,0,0,0,3,0,1,Team 16,Ops,completed,0,0.059073928659932176
9.0,23,0,0,0,0,0,1,3,Team 3,Marketer,completed,1,0.062056381007801135
12.0,3,1,0,0,0,0,1,11,Team 14,Marketer,active,0,0.052963541088632785
16.0,3,1,0,0,1,2,1,3,Team 13,Marketer,on_hold,0,0.05464108473293759
27.0,30,1,0,0,0,2,0,8,Team 3,Ops,completed,0,0.05910067645984669
5.0,13,2,0,0,0,1,1,12,Team 5,Ops,completed,0,0.14363083834010523
12.0,0,2,0,0,0,0,1,11,Team 1,Ops,completed,0,0.06018908823527001
50.0,0,1,0,0,0,0,4,12,Team 0,Ops,active,0,0.0497688459694696
58.0,27,4,0,0,0,0,0,3,Team 4,Designer,active,0,0.05949041764528926
52.0,10,0,0,0,0,0,1,9,Team 13,Marketer,completed,0,0.06189282543579451
19.0,0,0,0,0,0,2,0,4,Team 0,Spesialis Lainnya,active,0,0.048920103670210956
4.0,30,2,0,0,0,0,1,3,Team 13,Designer,active,0,0.14073664127227328
23.0,24,1,0,0,0,1,2,11,Team 3,Engineer,completed,0,0.0573457095234775
12.0,24,0,0,0,0,0,3,11,Team 15,Marketer,active,0,0.056450769632097886
56.0,27,3,0,1,0,0,1,12,Team 9,Marketer,active,0,0.05747765386632275
5.0,15,1,0,0,0,2,0,1,Team 16,Spesialis Lainnya,active,1,0.11101642682311623
25.0,0,3,0,0,0,4,1,6,Team 15,Ops,active,0,0.05710786596624801
1.0,22,1,0,0,0,0,2,6,Team 16,Engineer,active,1,0.6241080958944185
11.0,28,1,0,0,0,4,2,12,Team 1,Ops,active,0,0.06617458575268534
48.0,12,0,0,0,0,3,0,5,Team 16,Spesialis Lainnya,active,0,0.05791821664508381
24.0,23,3,1,0,0,3,3,11,Team 16,Marketer,active,0,0.05193338134549137
18.0,14,0,0,0,0,0,2,9,Team 6,Marketer,completed,0,0.05417064340817667
3.0,30,1,0,0,0,2,1,6,Team 16,Product Manager,active,1,0.20106640804375603
10.0,24,1,0,0,0,0,0,2,Team 16,Spesialis Lainnya,active,0,0.05630566250303063
5.0,27,4,0,0,1,2,2,12,Team 13,Product Manager,active,0,0.11547507321908858
9.0,6,1,0,0,0,3,0,1,Team 17,Spesialis Lainnya,completed,0,0.04963328284738008
27.0,0,1,0,0,0,3,2,7,Team 17,Designer,active,0,0.049941456191374564
13.0,24,4,0,0,0,0,0,4,Team 7,Marketer,active,0,0.05438374086996346
65.0,23,1,0,0,0,3,1,12,Team 10,Designer,active,0,0.04915195782047142
13.0,10,1,0,0,0,3,1,10,Team 2,Designer,completed,0,0.053425045906682865
79.0,9,2,0,0,0,2,0,12,Team 19,Spesialis Lainnya,active,0,0.057513395610612965
16.0,3,2,0,0,1,2,0,8,Team 19,Designer,active,0,0.05628776573063637
25.0,0,2,0,0,0,0,0,11,Team 14,Spesialis Lainnya,completed,0,0.05303210524036192
12.0,0,0,0,0,0,0,2,12,Team 18,Product Manager,active,0,0.05824746124658533
3.0,4,1,0,0,0,2,2,12,Team 19,Product Manager,completed,0,0.22250484941105267
43.0,7,0,0,0,0,0,1,9,Team 18,Product Manager,completed,0,0.05887840678251717
90.0,5,0,0,0,0,0,0,5,Team 14,Product Manager,active,0,0.05526319533124521
9.0,4,3,0,0,0,2,1,6,Team 8,Marketer,active,0,0.06039668053104945
26.0,0,2,1,0,0,0,0,8,Team 18,Engineer,completed,0,0.05302572294612601
54.0,15,0,0,0,0,3,0,8,Team 9,Engineer,active,0,0.056299562734612736
47.0,0,2,0,0,0,3,2,11,Team 7,Ops,completed,0,0.06011771688154588
20.0,18,0,0,0,0,1,0,6,Team 5,Marketer,active,0,0.054581591810463126
4.0,29,1,0,0,0,1,0,4,Team 17,Designer,on_hold,1,0.11892925984822966
24.0,32,3,0,0,0,2,0,4,Team 4,Designer,completed,0,0.05709953011080073
66.0,6,1,0,0,0,1,0,6,Team 10,Designer,on_hold,0,0.047800860506740275
15.0,0,0,0,0,0,0,0,1,Team 16,Engineer,active,0,0.053988847091680475
7.0,5,2,0,0,0,0,0,11,Team 16,Engineer,active,0,0.06462327083123567
-8.274270833333333,0,0,0,0,0,3,1,1,Team 3,Product Manager,active,1,0.6640716211761546
22.0,7,2,0,0,0,2,0,8,Team 14,Ops,active,0,0.056307492219081275
26.0,0,0,0,0,0,4,0,5,Team 19,Ops,completed,0,0.06248522271346142
27.0,17,1,1,0,0,0,0,3,Team 13,Designer,active,0,0.058558490366925516
17.0,13,1,0,0,0,3,2,1,Team 4,Engineer,completed,0,0.05510011189692207
33.0,22,1,0,0,0,0,0,4,Team 1,Spesialis Lainnya,completed,0,0.05218862670243587
17.0,4,0,0,0,0,0,1,7,Team 2,Marketer,completed,0,0.05371870842328753
11.0,10,0,0,0,0,4,0,2,Team 17,Product Manager,active,0,0.061648288240319774
6.0,5,0,0,0,0,1,1,5,Team 11,Engineer,completed,0,0.0667459766891918
53.0,26,3,1,0,0,3,0,5,Team 11,Ops,active,0,0.055199105881025015
8.0,25,2,0,0,0,0,0,12,Team 12,Engineer,on_hold,0,0.058259838607420185
-41.00079861111111,0,3,0,0,0,0,1,9,Team 0,Ops,active,1,0.662248704489476
3.0,18,4,0,0,1,2,0,4,Team 1,Engineer,active,1,0.16392713690523575
55.0,26,1,0,0,0,0,1,7,Team 7,Engineer,active,0,0.0592172945635003
1.0,15,2,0,0,0,2,1,7,Team 14,Ops,active,1,0.6496667551201452
81.0,14,1,0,0,0,1,0,8,Team 4,Ops,active,0,0.05921438971153633
18.0,0,0,0,0,0,0,0,7,Team 7,Spesialis Lainnya,active,0,0.04931069649074915
60.0,20,2,0,0,0,4,0,10,Team 8,Spesialis Lainnya,active,0,0.05587831853274787
16.0,15,0,0,0,0,4,1,1,Team 6,Marketer,completed,0,0.057405629016372674
5.0,25,1,0,0,0,1,1,1,Team 6,Product Manager,active,0,0.10777379677262187
6.0,5,0,0,0,0,0,0,1,Team 4,Product Manager,active,0,0.06891202005567713
58.0,18,3,0,0,0,1,1,5,Team 7,Ops,on_hold,0,0.05592145732559938
-9.257002314814814,7,1,0,0,0,1,1,1,Team 17,Designer,active,1,0.6660829058798389
49.0,17,3,0,1,0,1,0,3,Team 14,Designer,completed,0,0.05113190432599378
76.0,6,1,0,0,0,0,0,9,Team 1,Spesialis Lainnya,completed,0,0.05322230956607769
85.0,11,0,0,0,0,0,1,7,Team 10,Ops,active,0,0.053110088165169184
2.0,0,1,0,1,0,3,3,12,Team 9,Designer,active,1,0.5552847185500316
47.0,7,0,0,0,0,0,0,6,Team 19,Engineer,active,0,0.05352180575195182
4.0,0,1,0,0,0,2,1,1,Team 16,Product Manager,active,0,0.1600347129417441
3.0,5,1,0,0,0,0,0,4,Team 11,Engineer,active,0,0.13672610322574727
76.0,5,0,0,0,0,1,0,6,Team 1,Spesialis Lainnya,active,0,0.05156440788156083
26.0,11,0,0,0,0,2,0,5,Team 17,Marketer,completed,0,0.05545173655410768
58.0,10,2,0,0,0,1,0,10,Team 13,Engineer,active,0,0.05669222245749088
1.0,4,0,0,0,0,0,1,2,Team 16,Engineer,active,1,0.6152421664665553
24.0,21,1,0,0,0,3,4,6,Team 11,Product Manager,active,0,0.06311199606116319
45.0,11,0,0,0,0,2,1,11,Team 19,Designer,active,0,0.05716925270553806
2.0,5,0,0,0,0,2,2,5,Team 6,Marketer,on_hold,1,0.5100190372073686
8.0,10,4,0,0,0,0,2,12,Team 9,Marketer,active,0,0.05925868543023481
16.0,7,1,0,0,0,1,1,11,Team 14,Marketer,completed,0,0.056306495816201035
37.0,0,0,0,0,0,0,1,6,Team 15,Ops,completed,0,0.05795992179039581
28.0,3,1,0,0,0,0,0,5,Team 4,Product Manager,completed,0,0.05225937915028
30.0,5,0,0,0,0,4,1,6,Team 16,Engineer,completed,0,0.05216959001895276
24.0,28,0,0,0,0,4,0,10,Team 7,Spesialis Lainnya,active,0,0.06099041402114202
4.0,0,0,0,0,0,3,1,4,Team 9,Product Manager,completed,0,0.15128689799965006
2.0,6,1,0,0,0,0,1,10,Team 9,Ops,completed,1,0.5386028079843215
