ukuran_tim,durasi_rencana_hari,anggaran_juta,kompleksitas,pengalaman_tim_tahun,perubahan_requirement,keterlibatan_klien,risiko_teknologi,jumlah_stakeholder,turnover_tim_persen,ketersediaan_sumber_daya,metodologi,probabilitas_risiko_sintetis,estimasi_keterlambatan_hari,terlambat
18,356,706.7,1,1.0,4,4,1,15,2.2,5,Agile,0.111,0,0
23,177,349.6,3,5.7,5,3,2,14,4.1,4,Agile,0.223,0,0
8,266,1100.5,3,2.5,3,4,4,20,18.0,4,Waterfall,0.621,38,1
7,286,358.1,4,2.2,3,3,5,6,1.1,1,Hybrid,0.982,48,1
24,192,559.1,3,1.9,5,4,5,8,1.4,5,Agile,0.296,0,0
10,183,541.6,5,6.4,3,3,4,2,12.1,2,Hybrid,0.867,29,1
40,183,497.8,1,13.0,3,1,1,9,13.1,2,Waterfall,0.067,0,0
35,319,222.6,1,6.6,5,1,4,10,15.0,1,Agile,0.706,35,1
29,159,1394.8,1,2.4,2,5,2,10,8.5,1,Waterfall,0.502,1,1
30,124,237.3,2,6.2,4,3,5,4,19.4,2,Agile,0.437,0,0
25,151,1132.5,1,0.9,6,2,3,17,5.1,5,Waterfall,0.774,16,1
5,95,392.5,1,3.0,2,2,1,11,17.0,5,Waterfall,0.06,0,0
17,161,454.4,2,0.7,4,1,5,10,13.7,3,Agile,0.96,41,1
21,68,1080.9,5,2.5,2,5,5,18,16.8,2,Agile,0.489,7,1
37,60,741.7,5,4.0,5,1,3,11,21.5,2,Agile,0.922,62,1
11,273,300.0,1,14.6,2,2,5,18,8.4,5,Agile,0.007,0,0
21,56,297.0,5,7.8,7,3,1,6,6.7,1,Agile,0.729,0,0
16,220,692.1,2,0.7,2,2,2,18,0.0,1,Agile,0.381,23,1
8,292,355.1,3,0.7,1,1,1,20,0.0,1,Agile,0.895,40,1
6,273,757.7,2,1.9,4,2,2,16,10.6,5,Hybrid,0.175,5,1
16,179,793.4,3,11.1,2,4,2,18,11.1,1,Hybrid,0.002,0,0
6,95,412.3,4,0.7,3,2,3,16,3.3,5,Waterfall,0.777,24,1
5,342,465.9,4,2.0,6,5,2,13,5.0,1,Agile,0.893,16,1
16,310,702.5,3,2.0,5,2,3,16,24.2,3,Hybrid,0.908,0,0
10,235,403.8,4,4.7,2,1,2,20,19.0,5,Hybrid,0.472,0,0
24,59,623.1,4,6.3,5,1,2,13,1.9,1,Agile,0.577,20,1
3,41,1592.1,1,5.4,3,5,5,15,8.5,2,Agile,0.056,0,0
14,135,717.9,2,4.3,5,3,3,3,15.2,4,Agile,0.193,2,1
20,82,501.0,1,0.9,7,5,1,20,7.0,5,Hybrid,0.094,0,0
39,319,1462.2,4,3.8,6,4,2,16,5.5,5,Agile,0.295,0,0
27,99,871.5,3,8.6,4,1,5,5,9.3,1,Waterfall,0.545,16,1
36,124,359.2,4,10.6,2,2,1,7,20.7,4,Hybrid,0.02,0,0
16,357,391.6,3,4.6,2,4,5,6,21.5,2,Agile,0.23,18,1
20,304,250.7,2,0.7,4,1,2,8,6.1,3,Waterfall,0.913,0,0
18,103,696.6,1,4.7,2,5,4,18,15.7,5,Waterfall,0.076,0,0
36,158,203.7,5,3.1,3,1,3,10,11.9,5,Agile,0.877,21,1
39,203,1461.3,2,0.8,8,4,4,9,3.9,1,Agile,0.777,0,0
39,253,529.4,1,1.4,5,5,4,16,9.6,3,Agile,0.522,31,1
31,344,896.4,2,1.6,4,3,1,9,1.9,2,Waterfall,0.577,9,1
22,322,507.1,5,5.7,3,5,2,18,21.3,4,Waterfall,0.656,0,0
23,358,690.9,2,10.3,1,5,3,16,24.4,5,Agile,0.019,1,1
40,43,562.7,5,5.1,4,4,2,6,8.7,2,Waterfall,0.249,0,0
13,109,614.8,3,5.9,5,4,2,13,6.8,1,Agile,0.294,0,0
16,219,1025.7,5,3.3,7,2,5,11,20.4,1,Agile,0.957,46,1
37,46,1256.3,4,2.2,4,2,2,8,21.7,1,Waterfall,0.94,42,1
17,149,1210.3,1,5.2,3,5,1,19,3.1,2,Agile,0.063,0,0
11,81,2176.1,3,4.3,2,2,3,9,10.8,5,Waterfall,0.113,0,0
24,343,424.8,3,1.7,2,3,1,4,11.5,2,Agile,0.754,24,1
15,51,722.2,2,4.1,2,3,1,9,5.8,3,Agile,0.011,0,0
36,79,429.5,3,3.5,4,2,5,11,15.1,4,Agile,0.826,19,1
37,95,1006.0,1,2.7,6,2,2,4,6.4,4,Hybrid,0.278,0,0
14,79,367.6,4,2.1,3,3,1,16,7.7,2,Waterfall,0.852,44,1
23,221,1034.0,5,4.6,4,2,4,6,11.2,1,Hybrid,0.702,0,0
40,152,660.8,1,2.2,5,5,3,3,0.1,1,Waterfall,0.72,31,1
31,336,577.7,3,13.1,8,1,3,12,0.0,2,Hybrid,0.602,0,0
11,117,609.0,4,5.0,5,2,3,5,19.3,1,Waterfall,0.667,34,1
25,210,336.7,1,4.7,5,5,1,16,6.1,3,Agile,0.128,1,1
26,251,350.4,2,3.0,2,3,5,3,29.1,4,Waterfall,0.905,25,1
27,240,666.3,2,2.5,2,4,1,9,27.8,4,Agile,0.122,0,0
3,297,664.2,1,0.5,4,4,3,2,7.9,5,Waterfall,0.595,0,0
14,97,438.8,5,1.8,5,2,2,9,30.7,2,Waterfall,0.969,56,1
35,200,526.6,3,0.7,5,4,4,19,19.5,4,Waterfall,0.963,47,1
12,298,750.5,4,0.7,2,2,3,14,6.8,5,Waterfall,0.659,39,1
14,319,402.8,3,1.2,5,4,2,12,0.0,1,Agile,0.817,43,1
15,237,236.7,5,8.0,3,1,3,4,17.5,4,Agile,0.394,0,0
9,249,1158.2,5,8.0,3,4,2,7,12.3,1,Waterfall,0.291,1,1
8,320,688.1,4,1.9,4,1,1,9,15.5,3,Hybrid,0.713,0,0
16,239,476.5,2,0.9,7,5,5,12,10.2,5,Agile,0.563,0,0
36,348,428.9,3,2.4,6,4,4,5,2.8,3,Waterfall,0.956,55,1
3,72,400.9,5,5.7,6,1,4,20,8.6,3,Agile,0.957,39,1
13,146,1004.2,3,6.9,3,1,5,14,17.7,4,Agile,0.324,0,0
5,67,309.7,3,4.1,6,1,5,7,9.2,3,Agile,0.961,35,1
24,60,721.3,1,4.6,3,5,3,4,9.1,4,Hybrid,0.058,0,0
12,188,721.0,5,4.3,2,3,4,13,0.0,5,Agile,0.426,1,1
33,105,850.7,4,0.7,2,2,3,10,12.7,1,Hybrid,0.966,40,1
25,166,498.3,2,1.0,6,2,2,14,3.1,3,Agile,0.942,15,1
32,177,1111.8,3,10.6,2,1,4,13,19.3,5,Hybrid,0.146,0,0
27,238,862.5,3,4.0,2,2,5,14,6.1,2,Agile,0.341,0,0
19,347,490.4,1,0.4,5,5,5,17,9.6,3,Agile,0.874,0,0
35,315,419.3,5,4.8,3,3,3,11,29.3,4,Agile,0.799,0,0
21,157,563.4,5,1.5,4,2,5,15,9.5,5,Agile,0.916,12,1
39,139,482.6,5,7.3,8,1,1,8,8.5,2,Waterfall,0.629,29,1
40,288,386.9,2,6.8,2,2,1,19,16.7,5,Waterfall,0.069,0,0
25,71,621.8,2,5.5,3,2,3,9,0.0,4,Waterfall,0.163,0,0
28,211,528.3,1,4.0,4,1,2,14,22.0,1,Waterfall,0.499,28,1
12,172,1236.3,4,8.6,4,4,5,20,20.0,5,Hybrid,0.095,0,0
33,91,482.2,2,9.1,6,4,1,8,16.2,2,Agile,0.101,0,0
28,237,417.5,5,1.6,4,5,3,3,0.0,2,Waterfall,0.875,38,1
37,137,602.9,5,5.4,5,2,4,6,9.9,3,Agile,0.812,0,0
13,92,678.0,1,2.1,5,2,1,6,1.8,3,Waterfall,0.14,0,0
32,249,702.3,5,1.4,7,5,1,3,21.0,3,Hybrid,0.924,53,1
20,88,699.1,1,9.1,2,2,3,12,20.4,1,Hybrid,0.076,0,0
10,256,612.6,3,6.1,8,4,5,7,15.1,5,Waterfall,0.253,1,1
9,84,591.8,3,4.3,5,4,1,3,2.4,2,Agile,0.049,10,1
24,176,795.5,5,1.7,3,5,1,4,24.0,1,Hybrid,0.484,17,1
15,301,370.2,4,9.3,1,2,5,7,9.9,3,Agile,0.249,0,0
6,106,418.9,5,1.5,4,4,4,9,26.4,4,Hybrid,0.922,29,1
19,287,272.5,3,1.2,3,1,4,20,14.1,1,Agile,0.973,55,1
27,272,373.1,5,3.5,0,4,2,15,16.1,5,Waterfall,0.595,18,1
15,333,958.1,5,5.7,3,1,2,15,8.3,4,Agile,0.444,0,0
39,86,780.0,5,2.6,1,4,3,15,23.3,5,Waterfall,0.828,23,1
32,270,1314.3,3,4.0,5,2,2,17,16.9,4,Hybrid,0.42,0,0
22,344,1166.2,2,2.1,4,3,3,8,23.5,1,Agile,0.429,0,0
38,286,783.1,5,2.3,3,1,5,3,13.4,2,Waterfall,0.986,52,1
19,93,644.7,4,11.4,2,4,4,11,11.6,5,Agile,0.008,0,0
8,306,608.4,5,3.2,3,3,5,2,16.8,3,Agile,0.964,19,1
4,66,197.7,3,8.9,4,4,3,6,23.5,1,Hybrid,0.154,29,1
38,227,577.0,5,0.6,6,2,4,16,20.1,1,Agile,0.996,47,1
39,197,454.2,4,7.4,5,1,3,11,13.1,3,Agile,0.741,22,1
31,208,381.2,4,1.8,2,3,4,15,0.0,3,Waterfall,0.984,37,1
6,204,725.4,1,6.2,2,4,4,11,18.5,2,Hybrid,0.032,0,0
14,40,544.6,3,1.8,5,4,5,12,0.5,1,Agile,0.933,15,1
4,200,625.9,4,2.5,4,2,5,7,12.3,4,Waterfall,0.869,34,1
4,344,354.6,4,1.3,9,4,1,6,11.1,3,Agile,0.987,38,1
12,176,879.8,5,6.3,6,3,4,6,0.7,1,Agile,0.626,13,1
24,123,481.1,2,7.0,3,2,4,17,15.0,1,Agile,0.145,0,0
5,364,707.6,2,1.8,1,1,4,20,29.2,2,Waterfall,0.862,33,1
40,63,500.5,5,0.8,4,2,1,3,9.5,3,Agile,0.967,30,1
20,193,180.7,5,8.8,4,1,3,12,18.1,2,Hybrid,0.792,23,1
13,202,739.1,1,2.0,3,4,5,10,30.8,1,Waterfall,0.737,33,1
22,190,561.5,2,3.1,5,1,5,12,18.9,5,Waterfall,0.941,37,1
33,339,263.4,5,1.6,5,1,2,6,6.8,4,Hybrid,0.96,53,1
14,171,333.9,1,5.8,4,1,3,2,13.9,3,Agile,0.147,0,0
4,357,891.8,4,5.9,0,2,5,5,15.8,2,Agile,0.104,11,1
4,52,269.7,1,9.8,6,1,5,5,23.5,4,Hybrid,0.393,5,1
35,276,475.2,1,7.6,4,4,2,2,21.7,5,Waterfall,0.021,0,0
7,229,1369.0,4,7.2,8,1,5,8,0.0,4,Hybrid,0.612,24,1
27,110,748.0,4,3.3,5,5,5,14,5.2,2,Agile,0.816,10,1
17,106,834.6,3,3.0,4,3,1,20,11.4,2,Waterfall,0.576,0,0
32,271,522.6,5,5.8,3,1,1,14,3.9,5,Hybrid,0.257,0,0
5,244,252.2,2,3.2,4,3,1,5,0.0,1,Agile,0.151,3,1
37,235,654.1,3,7.7,5,1,1,8,6.2,2,Waterfall,0.627,16,1
29,47,345.3,4,1.5,2,5,4,7,12.0,1,Hybrid,0.787,21,1
20,230,329.2,4,0.6,5,3,2,6,7.8,4,Hybrid,0.551,23,1
10,359,619.2,2,5.3,0,5,4,20,4.0,3,Hybrid,0.132,0,0
40,35,357.1,4,2.3,4,2,1,14,12.3,1,Waterfall,0.917,52,1
14,187,586.2,3,1.3,4,1,4,11,14.7,5,Waterfall,0.95,31,1
21,196,425.6,3,14.0,3,2,4,10,8.3,3,Agile,0.014,0,0
17,331,576.7,5,3.6,4,3,5,8,23.0,2,Hybrid,0.942,36,1
11,125,460.6,2,1.0,7,4,2,9,12.5,5,Waterfall,0.677,32,1
18,189,584.2,4,2.0,2,3,3,14,5.0,4,Agile,0.285,0,0
8,270,1120.7,5,2.8,1,5,3,19,3.0,1,Waterfall,0.422,0,0
3,50,843.5,4,5.2,8,2,2,11,10.3,5,Agile,0.21,0,0
14,299,554.0,5,2.1,1,2,4,5,20.9,1,Agile,0.761,33,1
7,306,1036.9,3,3.1,4,3,3,20,5.4,5,Waterfall,0.643,0,0
18,271,712.3,2,4.4,3,1,5,7,16.8,2,Agile,0.486,0,0
35,247,1003.5,5,5.0,6,4,1,3,12.8,2,Agile,0.169,0,0
9,281,284.4,4,3.3,5,1,2,12,27.9,1,Agile,0.902,32,1
3,292,359.1,2,11.3,2,4,3,17,15.1,5,Hybrid,0.01,0,0
7,333,650.5,2,5.9,6,2,3,6,6.4,3,Waterfall,0.294,34,1
22,173,547.5,2,5.7,3,2,5,7,17.9,4,Waterfall,0.606,16,1
13,183,584.9,5,5.5,5,4,4,7,18.2,5,Agile,0.545,10,1
21,244,766.3,1,7.8,6,4,1,17,8.8,3,Agile,0.187,0,0
4,94,653.5,4,4.2,6,5,3,20,2.7,2,Waterfall,0.85,24,1
15,317,881.2,3,1.4,2,2,5,18,16.3,4,Hybrid,0.5,13,1
18,288,870.0,1,4.8,4,5,5,6,12.5,3,Waterfall,0.15,0,0
19,242,367.3,4,5.3,6,5,5,18,0.0,2,Waterfall,0.867,44,1
23,131,183.8,4,8.6,6,5,3,7,14.0,5,Hybrid,0.317,0,0
32,146,355.9,4,1.3,4,5,1,18,6.9,5,Hybrid,0.478,0,0
20,176,344.9,3,1.6,4,4,2,20,0.0,2,Agile,0.606,17,1
34,252,605.6,2,3.7,2,2,5,15,9.2,4,Waterfall,0.493,28,1
